ID;Default;Loan_Type;Gender;Degree;Citizenship;Age;Income;Credit_Score;Loan_Length;Signers
2039;0;Car ;Male  ;HS      ;Citizen    ;45;104882;555;1;2
2040;0;Car ;Male  ;HS      ;Citizen    ;38;102891;542;0;2
2041;0;Car ;Male  ;HS      ;Citizen    ;45;106479;658;2;1
2042;0;Car ;Male  ;College ;Citizen    ;48;82874;634;1;2
2043;0;Car ;Male  ;College ;Citizen    ;49;85080;720;1;2
2044;1;Car ;Male  ;College ;Citizen    ;37;97907;547;1;2
2045;0;Home;Male  ;HS      ;Citizen    ;34;101090;587;10;2
2046;0;Home;Male  ;HS      ;Citizen    ;42;79110;507;10;2
2047;0;Car ;Female;Graduate;Citizen    ;50;95026;642;1;2
2048;0;Car ;Male  ;HS      ;Citizen    ;42;112039;592;2;2
2049;1;Home;Female;HS      ;Citizen    ;38;80441;581;4;2
2050;0;Home;Male  ;HS      ;Citizen    ;36;96591;587;6;2
2051;0;Car ;Female;HS      ;Citizen    ;44;75868;614;1;2
2052;1;Car ;Male  ;HS      ;Citizen    ;46;122637;683;3;2
2053;1;Car ;Female;College ;Citizen    ;40;92853;622;1;1
2054;0;Car ;Male  ;HS      ;Citizen    ;49;99932;625;0;2
2055;0;Car ;Male  ;College ;Citizen    ;42;110395;631;1;2
2056;0;Home;Male  ;College ;Citizen    ;38;74354;562;7;2
2057;0;Home;Female;HS      ;Citizen    ;43;97450;704;0;2
2058;0;Home;Male  ;HS      ;Citizen    ;41;118385;638;4;2
2059;0;Car ;Female;HS      ;Non-citizen;47;117891;713;0;2
2060;0;Home;Female;HS      ;Non-citizen;44;102061;684;10;1
2061;0;Car ;Male  ;HS      ;Citizen    ;44;80951;743;0;2
2062;0;Car ;Female;HS      ;Citizen    ;44;94199;484;0;2
2063;0;Home;Male  ;HS      ;Citizen    ;34;92983;635;5;2
2064;0;Home;Female;HS      ;Citizen    ;43;101812;676;7;2
2065;0;Home;Male  ;HS      ;Citizen    ;35;106304;626;8;2
2066;0;Car ;Female;HS      ;Citizen    ;45;106561;549;2;2
2067;0;Car ;Male  ;College ;Citizen    ;42;105438;590;2;2
2068;0;Car ;Male  ;HS      ;Citizen    ;45;92335;614;0;2
2069;0;Home;Male  ;HS      ;Citizen    ;43;72346;589;3;2
2070;0;Car ;Female;Graduate;Non-citizen;45;102455;551;1;2
2071;0;Home;Male  ;HS      ;Citizen    ;34;80993;561;3;2
2072;0;Car ;Female;College ;Citizen    ;46;108346;656;2;2
2073;0;Home;Male  ;HS      ;Citizen    ;38;98316;570;3;2
2074;0;Car ;Male  ;HS      ;Citizen    ;40;76163;548;1;2
2075;0;Car ;Female;College ;Citizen    ;42;99517;660;0;2
2076;1;Car ;Female;College ;Citizen    ;48;131874;596;2;2
2077;0;Car ;Male  ;HS      ;Citizen    ;49;110572;645;0;2
2078;0;Car ;Female;College ;Citizen    ;49;89147;686;2;2
2079;0;Home;Male  ;HS      ;Citizen    ;36;61574;435;2;2
2080;0;Car ;Male  ;HS      ;Citizen    ;36;75010;587;0;2
2081;0;Home;Male  ;HS      ;Citizen    ;41;104701;491;5;2
2082;0;Car ;Male  ;HS      ;Citizen    ;49;91816;472;0;2
2083;0;Home;Male  ;HS      ;Citizen    ;31;97984;588;3;2
2084;0;Home;Male  ;HS      ;Citizen    ;42;93230;620;7;2
2085;0;Car ;Female;HS      ;Citizen    ;43;100175;635;0;2
2086;0;Car ;Female;College ;Citizen    ;58;90008;676;3;2
2087;0;Home;Male  ;HS      ;Citizen    ;39;113988;591;3;2
2088;0;Home;Female;College ;Citizen    ;39;93373;540;9;2
2089;0;Car ;Female;College ;Citizen    ;51;105179;581;3;2
2090;0;Car ;Male  ;HS      ;Citizen    ;47;92653;625;0;2
2091;0;Home;Male  ;HS      ;Citizen    ;44;89844;610;14;2
2092;0;Car ;Female;College ;Citizen    ;43;130407;736;0;2
2093;0;Car ;Female;College ;Citizen    ;53;126074;631;2;2
2094;0;Home;Male  ;College ;Citizen    ;43;106714;662;13;2
2095;0;Car ;Male  ;HS      ;Citizen    ;38;67615;611;2;2
2096;0;Car ;Female;HS      ;Citizen    ;49;117353;606;2;2
2097;0;Car ;Female;College ;Citizen    ;50;75567;622;2;2
2098;0;Car ;Male  ;HS      ;Citizen    ;38;97633;621;0;2
2099;0;Car ;Male  ;College ;Citizen    ;30;94383;572;0;2
2100;1;Car ;Male  ;College ;Citizen    ;43;82840;527;2;2
2101;0;Car ;Male  ;HS      ;Citizen    ;36;84242;658;0;2
2102;0;Car ;Male  ;HS      ;Citizen    ;38;72736;634;0;2
2103;0;Car ;Male  ;HS      ;Citizen    ;48;72342;581;0;2
2104;0;Car ;Male  ;HS      ;Citizen    ;48;93788;647;2;2
2105;0;Car ;Female;HS      ;Citizen    ;60;137542;674;2;1
2106;0;Home;Male  ;HS      ;Citizen    ;35;95753;733;1;2
2107;0;Home;Female;HS      ;Citizen    ;40;101725;577;1;2
2108;0;Home;Male  ;College ;Citizen    ;39;103283;484;7;2
2109;0;Car ;Male  ;College ;Citizen    ;49;105402;612;3;1
2110;0;Home;Male  ;HS      ;Citizen    ;39;95779;627;4;2
2111;0;Home;Male  ;HS      ;Citizen    ;40;122225;524;6;2
2112;0;Home;Female;HS      ;Citizen    ;44;80277;708;5;2
2113;0;Home;Male  ;HS      ;Citizen    ;33;73986;594;6;2
2114;1;Car ;Female;College ;Citizen    ;40;116457;637;1;2
2115;0;Car ;Male  ;HS      ;Citizen    ;44;117401;605;1;2
2116;0;Car ;Male  ;HS      ;Citizen    ;36;89574;527;0;2
2117;0;Home;Male  ;HS      ;Citizen    ;34;68400;472;5;2
2118;0;Car ;Female;HS      ;Citizen    ;49;109886;726;1;2
2119;0;Car ;Female;College ;Citizen    ;44;102246;694;1;2
2120;0;Car ;Male  ;HS      ;Citizen    ;50;82350;633;3;2
2121;0;Car ;Male  ;HS      ;Citizen    ;44;93973;612;1;2
2122;0;Car ;Male  ;HS      ;Citizen    ;35;112929;576;0;2
2123;0;Car ;Female;HS      ;Citizen    ;50;113819;610;0;2
2124;0;Car ;Male  ;HS      ;Citizen    ;42;85757;594;1;2
2125;0;Car ;Male  ;HS      ;Citizen    ;44;137820;631;1;2
2126;0;Car ;Male  ;HS      ;Citizen    ;34;83562;598;0;2
2127;0;Car ;Male  ;HS      ;Citizen    ;44;79181;674;0;2
2128;0;Home;Male  ;HS      ;Citizen    ;38;112880;585;7;2
2129;0;Home;Male  ;HS      ;Citizen    ;45;114062;572;8;2
2130;0;Home;Female;College ;Citizen    ;43;84280;612;10;2
2131;0;Home;Male  ;HS      ;Non-citizen;51;83576;585;8;2
2132;0;Car ;Female;Graduate;Citizen    ;54;86118;722;2;2
2133;0;Car ;Male  ;College ;Citizen    ;48;106875;627;3;2
2134;0;Home;Male  ;College ;Citizen    ;32;66924;588;6;2
2135;0;Car ;Female;HS      ;Citizen    ;38;79563;576;1;2
2136;0;Car ;Female;College ;Non-citizen;47;131633;577;2;2
2137;0;Car ;Male  ;Graduate;Non-citizen;50;112209;622;2;2
2138;0;Car ;Male  ;HS      ;Citizen    ;40;106178;606;0;2
2139;0;Car ;Female;HS      ;Citizen    ;46;70112;633;0;2
2140;0;Home;Female;HS      ;Citizen    ;47;118490;632;7;2
2141;0;Car ;Female;HS      ;Citizen    ;38;80410;612;0;2
2142;0;Car ;Female;HS      ;Citizen    ;41;115643;596;1;2
2143;0;Car ;Female;HS      ;Citizen    ;35;57037;653;0;1
2144;0;Car ;Male  ;HS      ;Citizen    ;43;88719;563;3;1
2145;0;Car ;Male  ;HS      ;Citizen    ;41;87832;619;0;1
2146;0;Home;Female;HS      ;Citizen    ;42;103818;513;2;2
2147;0;Car ;Male  ;College ;Non-citizen;51;121405;698;2;1
2148;0;Car ;Female;College ;Citizen    ;45;111183;721;3;1
2149;0;Home;Male  ;HS      ;Citizen    ;46;105757;750;7;1
2150;0;Car ;Female;HS      ;Citizen    ;38;119368;605;0;2
2151;0;Home;Female;College ;Citizen    ;47;123429;721;11;2
2152;0;Car ;Male  ;HS      ;Citizen    ;32;93180;635;1;2
2153;0;Car ;Male  ;Graduate;Citizen    ;48;81623;590;2;2
2154;1;Car ;Female;College ;Non-citizen;48;113525;687;2;1
2155;0;Car ;Male  ;HS      ;Citizen    ;48;91582;575;2;2
2156;0;Home;Female;College ;Citizen    ;39;84634;675;9;2
2157;0;Car ;Female;College ;Non-citizen;47;77055;560;2;2
2158;0;Car ;Female;College ;Citizen    ;42;111672;644;1;2
2159;0;Car ;Male  ;Graduate;Citizen    ;51;72540;552;3;2
2160;0;Home;Male  ;HS      ;Citizen    ;35;80938;557;0;2
2161;0;Car ;Male  ;HS      ;Citizen    ;44;104768;668;0;2
2162;0;Car ;Male  ;College ;Citizen    ;40;101308;657;2;2
2163;0;Home;Female;HS      ;Citizen    ;32;87119;580;0;2
2164;0;Car ;Male  ;HS      ;Citizen    ;56;126647;702;2;2
2165;0;Car ;Male  ;HS      ;Citizen    ;48;130460;707;3;2
2166;0;Car ;Male  ;HS      ;Citizen    ;45;92539;664;0;2
2167;0;Car ;Male  ;HS      ;Citizen    ;40;92114;634;2;2
2168;0;Home;Male  ;HS      ;Citizen    ;25;80766;521;2;2
2169;0;Car ;Female;Graduate;Citizen    ;40;88334;519;2;2
2170;0;Car ;Male  ;College ;Citizen    ;45;70010;646;1;2
2171;0;Car ;Female;HS      ;Citizen    ;43;80957;652;0;2
2172;0;Car ;Male  ;HS      ;Citizen    ;46;95683;674;0;2
2173;0;Home;Male  ;HS      ;Citizen    ;34;78124;583;4;2
2174;0;Home;Female;Graduate;Citizen    ;50;101345;615;6;2
2175;0;Home;Male  ;HS      ;Citizen    ;27;74024;610;5;2
2176;0;Car ;Male  ;HS      ;Citizen    ;31;72812;456;1;2
2177;0;Car ;Male  ;HS      ;Citizen    ;38;101407;597;2;2
2178;0;Home;Male  ;College ;Citizen    ;25;109189;690;7;2
2179;0;Car ;Male  ;HS      ;Citizen    ;36;75655;551;2;2
2180;0;Home;Male  ;HS      ;Citizen    ;51;84474;591;8;2
2181;0;Home;Male  ;College ;Citizen    ;49;77398;585;8;2
2182;0;Home;Male  ;HS      ;Citizen    ;42;81352;616;8;2
2183;0;Car ;Female;HS      ;Citizen    ;47;89454;650;0;2
2184;0;Car ;Female;HS      ;Citizen    ;42;107675;643;1;2
2185;0;Home;Male  ;HS      ;Citizen    ;49;101891;675;7;2
2186;0;Home;Male  ;HS      ;Citizen    ;29;77903;475;6;2
2187;0;Car ;Female;HS      ;Citizen    ;44;120121;631;1;2
2188;0;Car ;Male  ;College ;Citizen    ;41;50005;550;0;2
2189;0;Car ;Male  ;HS      ;Citizen    ;42;100845;597;0;2
2190;0;Home;Male  ;College ;Citizen    ;45;58058;678;0;2
2191;0;Car ;Male  ;HS      ;Citizen    ;42;94761;563;0;2
2192;0;Car ;Female;College ;Citizen    ;48;98927;609;0;1
2193;0;Car ;Male  ;College ;Citizen    ;40;117787;571;2;2
2194;0;Car ;Male  ;HS      ;Citizen    ;48;78518;672;1;2
2195;0;Car ;Male  ;College ;Citizen    ;50;95046;556;1;2
2196;0;Car ;Male  ;College ;Citizen    ;38;63133;587;0;2
2197;0;Car ;Male  ;College ;Citizen    ;41;88738;596;3;2
2198;1;Home;Male  ;HS      ;Citizen    ;40;103613;652;6;2
2199;0;Car ;Male  ;College ;Citizen    ;34;82750;595;0;2
2200;0;Car ;Male  ;HS      ;Non-citizen;48;127964;711;0;1
2201;1;Car ;Male  ;HS      ;Citizen    ;41;115877;650;0;2
2202;0;Car ;Male  ;HS      ;Citizen    ;45;111012;631;1;2
2203;0;Home;Male  ;HS      ;Citizen    ;32;82359;459;5;2
2204;0;Car ;Female;HS      ;Citizen    ;56;88170;691;1;2
2205;0;Car ;Female;HS      ;Citizen    ;52;66893;671;0;2
2206;0;Home;Female;HS      ;Citizen    ;42;88512;619;3;2
2207;0;Car ;Male  ;HS      ;Citizen    ;47;108399;495;0;2
2208;0;Car ;Female;HS      ;Citizen    ;36;96174;591;0;2
2209;0;Car ;Male  ;HS      ;Citizen    ;51;92168;543;2;2
2210;0;Home;Male  ;HS      ;Citizen    ;39;67080;498;5;2
2211;0;Car ;Female;College ;Citizen    ;50;116809;598;2;1
2212;0;Car ;Male  ;HS      ;Citizen    ;46;93992;564;0;2
2213;0;Car ;Female;HS      ;Citizen    ;45;96083;589;0;2
2214;0;Car ;Male  ;HS      ;Citizen    ;43;107934;597;0;2
2215;0;Home;Male  ;HS      ;Citizen    ;39;83364;577;5;2
2216;0;Car ;Female;HS      ;Citizen    ;44;108501;674;3;2
2217;1;Car ;Female;HS      ;Citizen    ;54;116084;753;1;1
2218;0;Car ;Female;HS      ;Citizen    ;47;88511;636;0;2
2219;0;Home;Female;HS      ;Citizen    ;47;125712;634;9;1
2220;0;Home;Male  ;HS      ;Citizen    ;41;99367;658;7;2
2221;0;Car ;Male  ;HS      ;Citizen    ;40;101934;610;2;2
2222;1;Car ;Female;College ;Citizen    ;46;112731;771;0;2
2223;0;Home;Male  ;HS      ;Citizen    ;45;96448;669;4;2
2224;0;Home;Female;HS      ;Citizen    ;41;86819;557;7;2
2225;0;Car ;Female;HS      ;Citizen    ;45;111710;657;0;1
2226;0;Car ;Female;College ;Citizen    ;44;135851;682;3;2
2227;0;Home;Female;HS      ;Citizen    ;45;86613;641;3;2
2228;0;Home;Male  ;HS      ;Citizen    ;35;85079;621;4;2
2229;0;Car ;Female;HS      ;Non-citizen;57;130119;686;3;1
2230;0;Car ;Male  ;College ;Citizen    ;38;107538;548;0;2
2231;0;Home;Male  ;HS      ;Citizen    ;40;124326;647;9;2
2232;0;Car ;Female;College ;Citizen    ;39;108902;629;3;2
2233;0;Home;Male  ;HS      ;Citizen    ;53;84456;628;9;2
2234;0;Car ;Male  ;HS      ;Citizen    ;45;70520;549;1;2
2235;0;Car ;Male  ;HS      ;Citizen    ;45;85890;556;1;2
2236;0;Car ;Female;HS      ;Citizen    ;41;96726;645;0;2
2237;0;Home;Male  ;HS      ;Citizen    ;41;96883;606;4;2
2238;0;Home;Male  ;HS      ;Citizen    ;47;64104;607;6;2
2239;0;Car ;Female;HS      ;Citizen    ;46;88807;557;1;2
2240;0;Car ;Female;HS      ;Citizen    ;43;108321;657;2;1
2241;0;Home;Male  ;HS      ;Citizen    ;39;68238;662;6;2
2242;0;Home;Female;College ;Citizen    ;43;113097;679;11;2
2243;0;Car ;Male  ;College ;Citizen    ;38;85125;625;0;2
2244;0;Home;Male  ;HS      ;Citizen    ;38;80815;520;0;2
2245;0;Home;Male  ;HS      ;Citizen    ;40;83071;595;5;2
2246;0;Home;Male  ;HS      ;Citizen    ;44;85313;677;4;2
2247;0;Car ;Male  ;HS      ;Citizen    ;50;141194;659;3;2
2248;0;Car ;Female;College ;Citizen    ;41;100333;525;0;2
2249;0;Car ;Female;HS      ;Citizen    ;43;100260;571;1;2
2250;1;Car ;Female;HS      ;Citizen    ;54;124041;733;3;1
2251;0;Car ;Male  ;HS      ;Citizen    ;43;102750;536;0;2
2252;0;Car ;Male  ;HS      ;Citizen    ;46;94890;622;1;2
2253;0;Car ;Male  ;HS      ;Citizen    ;40;82202;576;0;2
2254;0;Home;Female;College ;Citizen    ;53;109575;637;7;2
2255;0;Home;Male  ;HS      ;Citizen    ;42;102059;594;4;2
2256;0;Car ;Female;HS      ;Citizen    ;35;89206;630;2;1
2257;0;Car ;Male  ;HS      ;Citizen    ;49;110573;695;1;1
2258;0;Car ;Female;College ;Citizen    ;55;92919;574;2;2
2259;0;Car ;Male  ;HS      ;Citizen    ;42;102114;639;0;2
2260;0;Home;Male  ;HS      ;Citizen    ;38;87612;563;10;2
2261;0;Car ;Female;College ;Citizen    ;36;74600;518;0;2
2262;0;Car ;Male  ;HS      ;Citizen    ;48;113742;694;0;2
2263;1;Home;Female;College ;Citizen    ;45;101127;604;6;2
2264;0;Car ;Female;College ;Citizen    ;38;90889;698;0;2
2265;0;Car ;Female;College ;Citizen    ;42;97098;663;2;2
2266;0;Car ;Male  ;HS      ;Citizen    ;50;80563;590;2;2
2267;0;Car ;Female;College ;Citizen    ;40;99363;674;2;1
2268;0;Car ;Male  ;Graduate;Non-citizen;37;127284;564;3;2
2269;0;Car ;Female;College ;Citizen    ;56;99285;757;2;1
2270;0;Car ;Female;HS      ;Citizen    ;52;116843;653;3;2
2271;0;Car ;Male  ;HS      ;Citizen    ;43;84973;563;0;2
2272;0;Home;Male  ;HS      ;Citizen    ;40;83161;537;6;2
2273;0;Car ;Female;HS      ;Citizen    ;39;79964;582;0;2
2274;0;Car ;Male  ;College ;Citizen    ;38;108986;641;1;2
2275;0;Car ;Female;College ;Citizen    ;42;92859;740;0;2
2276;0;Car ;Female;HS      ;Citizen    ;45;76783;667;1;1
2277;0;Car ;Female;HS      ;Citizen    ;42;100737;618;2;1
2278;0;Car ;Male  ;HS      ;Citizen    ;42;90737;703;3;2
2279;0;Car ;Male  ;College ;Citizen    ;40;82646;558;2;2
2280;0;Car ;Female;HS      ;Citizen    ;46;89155;640;0;2
2281;0;Car ;Female;HS      ;Citizen    ;50;89631;683;1;2
2282;0;Car ;Male  ;HS      ;Citizen    ;33;105723;618;3;2
2283;0;Home;Male  ;College ;Non-citizen;38;93312;602;10;2
2284;1;Car ;Female;HS      ;Citizen    ;39;111760;566;0;2
2285;0;Home;Male  ;HS      ;Citizen    ;38;98325;572;6;2
2286;0;Home;Male  ;HS      ;Citizen    ;33;80389;560;3;2
2287;0;Home;Male  ;HS      ;Citizen    ;44;100386;607;7;2
2288;0;Car ;Female;HS      ;Citizen    ;50;83569;642;2;2
2289;0;Car ;Male  ;College ;Citizen    ;38;73692;517;0;2
2290;0;Car ;Female;HS      ;Non-citizen;47;103733;624;0;1
2291;0;Car ;Male  ;Graduate;Citizen    ;36;97728;579;2;2
2292;0;Car ;Female;HS      ;Citizen    ;40;91103;566;0;2
2293;0;Car ;Female;HS      ;Citizen    ;38;76898;491;0;2
2294;0;Car ;Female;HS      ;Citizen    ;42;128550;629;3;1
2295;0;Home;Male  ;HS      ;Citizen    ;23;87837;553;6;2
2296;0;Car ;Female;HS      ;Citizen    ;45;99654;787;0;2
2297;0;Home;Male  ;HS      ;Citizen    ;49;85240;657;4;2
2298;0;Car ;Male  ;College ;Citizen    ;44;95839;670;1;2
2299;0;Home;Female;HS      ;Citizen    ;39;97264;542;5;2
2300;0;Car ;Female;College ;Citizen    ;46;99001;629;2;2
2301;0;Home;Male  ;HS      ;Citizen    ;29;63099;584;0;2
2302;0;Car ;Female;College ;Citizen    ;51;112972;612;1;2
2303;0;Home;Male  ;HS      ;Citizen    ;39;82308;494;5;2
2304;0;Car ;Female;College ;Non-citizen;49;100183;685;3;1
2305;0;Car ;Female;Graduate;Citizen    ;33;103581;611;2;2
2307;0;Home;Male  ;HS      ;Citizen    ;41;103362;666;7;2
2308;0;Car ;Female;College ;Citizen    ;51;94602;654;1;2
2309;0;Car ;Male  ;Graduate;Non-citizen;46;115596;609;3;1
2310;0;Car ;Male  ;HS      ;Citizen    ;46;92958;665;1;2
2311;0;Car ;Male  ;HS      ;Citizen    ;42;78563;577;1;2
2312;0;Car ;Female;College ;Citizen    ;40;132989;608;2;2
2313;0;Car ;Female;HS      ;Citizen    ;49;97256;641;1;2
2314;0;Car ;Male  ;HS      ;Citizen    ;47;116197;559;0;2
2315;1;Car ;Female;HS      ;Citizen    ;47;94003;634;0;2
2316;0;Car ;Female;Graduate;Citizen    ;53;134927;690;2;2
2317;0;Car ;Male  ;HS      ;Citizen    ;46;82488;622;1;2
2318;0;Car ;Female;HS      ;Citizen    ;44;110310;559;0;2
2319;0;Car ;Female;HS      ;Citizen    ;42;87482;629;0;2
2320;0;Car ;Male  ;HS      ;Citizen    ;44;98757;626;0;2
2321;0;Car ;Female;HS      ;Citizen    ;47;100369;640;3;1
2322;0;Car ;Male  ;College ;Citizen    ;43;82022;557;0;2
2323;0;Car ;Female;Graduate;Non-citizen;48;125065;680;3;2
2324;0;Car ;Male  ;HS      ;Citizen    ;47;71155;504;3;2
2325;0;Home;Male  ;HS      ;Citizen    ;44;104377;644;2;2
2326;0;Car ;Female;HS      ;Citizen    ;43;98807;584;2;2
2328;0;Car ;Male  ;HS      ;Citizen    ;51;103840;538;2;2
2329;0;Car ;Male  ;College ;Citizen    ;46;85831;565;2;2
2330;0;Car ;Male  ;HS      ;Citizen    ;45;82055;550;1;2
2331;0;Car ;Male  ;College ;Citizen    ;40;95017;510;2;2
2332;0;Car ;Male  ;HS      ;Citizen    ;45;108221;500;0;2
2333;0;Home;Male  ;HS      ;Citizen    ;35;64874;537;8;2
2334;0;Car ;Male  ;HS      ;Citizen    ;42;115197;713;0;2
2335;0;Car ;Female;College ;Citizen    ;43;90901;516;3;2
2336;0;Car ;Female;HS      ;Citizen    ;34;77383;596;0;2
2337;0;Car ;Male  ;HS      ;Citizen    ;44;79331;576;1;2
2338;0;Car ;Male  ;HS      ;Citizen    ;52;74923;702;1;1
2339;0;Home;Male  ;HS      ;Citizen    ;38;58017;544;4;2
2340;0;Car ;Male  ;HS      ;Citizen    ;45;84253;670;0;2
2341;0;Car ;Male  ;College ;Citizen    ;34;81218;553;2;2
2342;0;Car ;Male  ;HS      ;Citizen    ;46;84606;664;0;2
2343;0;Car ;Female;College ;Citizen    ;45;113363;666;3;1
2344;0;Car ;Male  ;College ;Citizen    ;47;113728;654;1;2
2345;0;Home;Male  ;HS      ;Citizen    ;37;117095;504;4;2
2346;0;Car ;Female;HS      ;Citizen    ;50;104352;702;2;1
2347;0;Car ;Female;College ;Citizen    ;50;95885;659;3;1
2348;0;Car ;Female;HS      ;Non-citizen;49;118582;542;0;2
2349;0;Home;Female;College ;Citizen    ;50;116150;554;11;2
2350;0;Car ;Male  ;College ;Citizen    ;46;117192;587;2;2
2351;0;Home;Male  ;HS      ;Citizen    ;38;74121;629;5;2
2352;0;Car ;Male  ;HS      ;Citizen    ;43;112376;634;1;2
2353;1;Car ;Female;College ;Non-citizen;53;134348;696;3;1
2354;1;Car ;Female;College ;Citizen    ;49;136674;682;2;1
2355;0;Car ;Female;HS      ;Citizen    ;43;96708;590;2;2
2356;0;Car ;Female;HS      ;Citizen    ;44;101831;644;0;1
2357;0;Home;Male  ;HS      ;Citizen    ;46;122394;605;7;2
2358;0;Home;Male  ;College ;Citizen    ;50;113623;712;8;2
2359;0;Home;Male  ;HS      ;Citizen    ;29;87534;470;1;2
2360;0;Home;Male  ;HS      ;Citizen    ;41;123121;750;5;2
2361;0;Home;Female;HS      ;Citizen    ;44;107852;608;5;2
2362;0;Car ;Male  ;HS      ;Citizen    ;38;89852;601;0;2
2363;0;Car ;Female;College ;Citizen    ;33;105714;721;0;2
2364;0;Car ;Female;College ;Citizen    ;36;102690;590;2;2
2365;0;Car ;Male  ;HS      ;Citizen    ;37;88175;560;0;2
2366;0;Car ;Female;HS      ;Non-citizen;45;108757;672;1;2
2367;0;Car ;Male  ;College ;Citizen    ;39;122589;590;0;2
2368;0;Home;Male  ;HS      ;Citizen    ;33;71706;590;3;2
2369;0;Car ;Male  ;HS      ;Citizen    ;34;62854;499;0;2
2370;0;Home;Female;HS      ;Citizen    ;41;112108;483;7;2
2371;0;Car ;Male  ;HS      ;Citizen    ;43;113035;700;0;2
2372;0;Car ;Male  ;College ;Citizen    ;43;99644;658;1;2
2373;0;Car ;Male  ;College ;Citizen    ;49;140584;620;3;2
2374;0;Car ;Male  ;HS      ;Citizen    ;36;81316;491;0;2
2375;0;Car ;Male  ;College ;Citizen    ;47;121056;602;2;2
2376;1;Home;Female;HS      ;Citizen    ;46;116998;624;5;2
2377;0;Home;Male  ;HS      ;Citizen    ;45;72471;607;9;1
2378;0;Car ;Male  ;HS      ;Citizen    ;41;81511;577;1;2
2379;0;Home;Male  ;HS      ;Citizen    ;36;81161;591;8;2
2380;0;Car ;Male  ;HS      ;Citizen    ;42;90492;587;2;2
2381;0;Home;Female;HS      ;Citizen    ;35;105122;611;6;2
2382;0;Car ;Male  ;HS      ;Citizen    ;42;85079;615;0;2
2383;0;Home;Male  ;HS      ;Citizen    ;40;88214;611;6;1
2384;0;Car ;Male  ;HS      ;Citizen    ;31;110861;571;1;2
2385;0;Car ;Female;College ;Non-citizen;46;128397;650;3;1
2386;0;Car ;Female;HS      ;Citizen    ;43;90441;573;1;1
2387;0;Home;Male  ;College ;Citizen    ;37;77979;618;5;2
2388;0;Car ;Female;HS      ;Citizen    ;48;127361;635;2;2
2389;0;Home;Male  ;HS      ;Citizen    ;37;62035;586;9;2
2390;1;Car ;Female;Graduate;Citizen    ;34;94246;615;1;2
2391;0;Car ;Male  ;HS      ;Citizen    ;43;77710;513;0;2
2392;0;Car ;Male  ;HS      ;Citizen    ;37;86301;508;0;2
2393;0;Car ;Male  ;HS      ;Citizen    ;39;113144;591;2;2
2394;0;Car ;Female;HS      ;Citizen    ;28;115263;582;1;2
2395;0;Home;Male  ;HS      ;Citizen    ;39;81608;619;2;2
2396;0;Home;Male  ;HS      ;Citizen    ;48;102002;648;5;2
2397;0;Car ;Male  ;HS      ;Citizen    ;55;136330;668;3;1
2398;0;Car ;Female;HS      ;Citizen    ;41;102519;608;3;2
2399;0;Car ;Female;HS      ;Citizen    ;50;97890;676;2;2
2400;0;Car ;Male  ;HS      ;Citizen    ;44;100824;587;1;2
2401;0;Home;Male  ;HS      ;Citizen    ;31;78575;489;4;2
2402;0;Car ;Male  ;College ;Citizen    ;54;75293;546;1;2
2403;0;Home;Female;HS      ;Citizen    ;31;98141;547;5;2
2404;1;Home;Male  ;HS      ;Citizen    ;46;124899;675;10;2
2405;0;Car ;Male  ;College ;Citizen    ;49;68452;558;2;2
2406;0;Car ;Male  ;College ;Citizen    ;35;89585;611;2;2
2407;0;Home;Male  ;HS      ;Citizen    ;44;119452;589;2;2
2408;0;Home;Male  ;HS      ;Citizen    ;43;75766;551;5;2
2409;0;Car ;Female;College ;Non-citizen;46;126423;707;2;2
2410;0;Car ;Female;Graduate;Non-citizen;46;117971;670;1;2
2411;0;Car ;Male  ;HS      ;Citizen    ;38;78974;554;1;2
2412;0;Car ;Female;HS      ;Citizen    ;39;88759;670;2;2
2413;0;Home;Female;HS      ;Citizen    ;39;80063;639;6;2
2414;0;Car ;Male  ;College ;Citizen    ;46;91579;712;3;1
2415;0;Home;Female;HS      ;Citizen    ;52;112822;623;7;2
2416;0;Car ;Female;Graduate;Citizen    ;50;120626;770;1;2
2417;0;Home;Male  ;HS      ;Citizen    ;50;86847;624;8;2
2418;0;Car ;Female;HS      ;Citizen    ;49;123857;624;2;1
2419;0;Home;Female;HS      ;Citizen    ;49;89712;567;5;2
2420;0;Car ;Male  ;College ;Citizen    ;43;91267;566;2;2
2421;0;Car ;Female;HS      ;Citizen    ;44;74939;681;2;2
2422;1;Car ;Female;College ;Citizen    ;47;78962;617;0;2
2423;0;Car ;Female;HS      ;Citizen    ;35;103146;659;0;2
2424;0;Home;Female;HS      ;Citizen    ;32;82405;561;2;2
2425;0;Car ;Male  ;College ;Citizen    ;43;86237;544;2;2
2426;0;Car ;Male  ;HS      ;Citizen    ;41;105386;601;0;2
2427;0;Home;Male  ;HS      ;Citizen    ;41;78163;652;5;2
2428;0;Home;Male  ;HS      ;Citizen    ;44;96672;641;8;2
2429;1;Car ;Female;College ;Citizen    ;45;116579;605;1;2
2430;0;Home;Male  ;HS      ;Citizen    ;41;98445;599;4;2
2431;0;Car ;Female;Graduate;Citizen    ;50;127261;738;3;2
2432;0;Home;Male  ;HS      ;Citizen    ;46;91912;629;6;2
2433;0;Car ;Male  ;HS      ;Citizen    ;37;101134;707;2;1
2434;0;Car ;Female;HS      ;Citizen    ;38;109375;586;0;2
